ID,Name,Form,Level-up moves,Tm compatibility
189,Jumpluff, ,1-MOVE_SPLASH | 1-MOVE_SYNTHESIS | 4-MOVE_TACKLE | 6-MOVE_BULLET_SEED | 8-MOVE_GUST | 10-MOVE_STUN_SPORE | 12-MOVE_MEGA_DRAIN | 14-MOVE_WORRY_SEED | 16-MOVE_POISON_POWDER | 16-MOVE_SLEEP_POWDER | 16-MOVE_RAGE_POWDER | 18-MOVE_COTTON_SPORE | 20-MOVE_ACROBATICS | 23-MOVE_CONFUSION | 25-MOVE_LEECH_SEED | 27-MOVE_AROMATHERAPY | 31-MOVE_LEAF_TORNADO | 35-MOVE_AIR_CUTTER | 39-MOVE_COTTON_GUARD | 43-MOVE_HELPING_HAND | 47-MOVE_ENERGY_BALL | 51-MOVE_AMNESIA | 54-MOVE_AIR_SLASH | 58-MOVE_TAILWIND | 62-MOVE_MEMENTO,TM58-MOVE_HURRICANE | HM02-MOVE_FLY
190,Aipom, ,1-MOVE_SCRATCH | 1-MOVE_TAIL_WHIP | 1-MOVE_SAND_ATTACK | 5-MOVE_ASTONISH | 8-MOVE_TICKLE | 11-MOVE_BATON_PASS | 14-MOVE_PURSUIT | 17-MOVE_FURY_SWIPES | 20-MOVE_COVET | 23-MOVE_QUICK_ATTACK | 26-MOVE_SCREECH | 29-MOVE_AGILITY | 32-MOVE_DOUBLE_HIT | 35-MOVE_FAKE_OUT | 38-MOVE_FLING | 41-MOVE_BOUNCE | 45-MOVE_SWITCHEROO | 50-MOVE_LAST_RESORT,
191,Sunkern, ,1-MOVE_ABSORB | 1-MOVE_POUND | 1-MOVE_INGRAIN | 4-MOVE_LEECH_SEED | 7-MOVE_RAZOR_LEAF | 10-MOVE_GRASS_WHISTLE | 12-MOVE_HELPING_HAND | 14-MOVE_BULLET_SEED | 16-MOVE_ENDEAVOR | 18-MOVE_SYNTHESIS | 20-MOVE_NATURE_POWER | 23-MOVE_MORNING_SUN | 26-MOVE_LEAF_TORNADO | 29-MOVE_WORRY_SEED | 32-MOVE_PETAL_DANCE | 35-MOVE_UPROAR | 38-MOVE_GROWTH | 42-MOVE_EARTH_POWER | 46-MOVE_SUNNY_DAY | 50-MOVE_DOUBLE_EDGE | 54-MOVE_LEAF_STORM | 58-MOVE_SOLAR_BEAM,
192,Sunflora, ,1-MOVE_HEAT_WAVE | 1-MOVE_ABSORB | 1-MOVE_POUND | 1-MOVE_INGRAIN | 4-MOVE_LEECH_SEED | 7-MOVE_RAZOR_LEAF | 10-MOVE_GRASS_WHISTLE | 12-MOVE_HELPING_HAND | 14-MOVE_BULLET_SEED | 16-MOVE_ENDEAVOR | 18-MOVE_SYNTHESIS | 20-MOVE_NATURE_POWER | 23-MOVE_MORNING_SUN | 26-MOVE_LEAF_TORNADO | 29-MOVE_WORRY_SEED | 32-MOVE_PETAL_DANCE | 35-MOVE_UPROAR | 38-MOVE_GROWTH | 42-MOVE_EARTH_POWER | 46-MOVE_SUNNY_DAY | 50-MOVE_DOUBLE_EDGE | 54-MOVE_LEAF_STORM | 58-MOVE_SOLAR_BEAM | 62-MOVE_FIERY_DANCE,TM56-MOVE_WEATHER_BALL
193,Yanma, ,1-MOVE_FORESIGHT | 1-MOVE_GUST | 1-MOVE_TACKLE | 4-MOVE_QUICK_ATTACK | 7-MOVE_SCREECH | 10-MOVE_SILVER_WIND | 13-MOVE_PURSUIT | 16-MOVE_SONIC_BOOM | 19-MOVE_DETECT | 22-MOVE_STRUGGLE_BUG | 25-MOVE_OMINOUS_WIND | 28-MOVE_WING_ATTACK | 31-MOVE_AIR_CUTTER | 34-MOVE_ANCIENT_POWER | 37-MOVE_WHIRLWIND | 40-MOVE_LEECH_LIFE | 44-MOVE_REVERSAL | 48-MOVE_HYPNOSIS | 52-MOVE_BUG_BUZZ | 56-MOVE_AIR_SLASH,TM58-MOVE_HURRICANE
194,Wooper, ,1-MOVE_TOXIC_SPIKES | 1-MOVE_TAIL_WHIP | 1-MOVE_WATER_GUN | 4-MOVE_ACID_SPRAY | 7-MOVE_MUD_SHOT | 10-MOVE_DOUBLE_KICK | 13-MOVE_HAZE | 16-MOVE_MUD_BOMB | 18-MOVE_WATER_PULSE | 20-MOVE_BULLDOZE | 22-MOVE_WHIRLPOOL | 24-MOVE_YAWN | 26-MOVE_AQUA_TAIL | 28-MOVE_AMNESIA | 30-MOVE_COUNTER | 32-MOVE_BODY_SLAM | 35-MOVE_MUDDY_WATER | 38-MOVE_CURSE | 41-MOVE_SPIKES | 45-MOVE_DOUBLE_EDGE | 49-MOVE_FOCUS_PUNCH | 53-MOVE_HIGH_HORSEPOWER | 57-MOVE_RECOVER,
195,Quagsire, ,1-MOVE_TOXIC_SPIKES | 1-MOVE_TAIL_WHIP | 1-MOVE_WATER_GUN | 4-MOVE_ACID_SPRAY | 7-MOVE_MUD_SHOT | 10-MOVE_DOUBLE_KICK | 13-MOVE_HAZE | 16-MOVE_MUD_BOMB | 18-MOVE_WATER_PULSE | 20-MOVE_BULLDOZE | 21-MOVE_STOCKPILE | 21-MOVE_SWALLOW | 23-MOVE_WHIRLPOOL | 25-MOVE_YAWN | 27-MOVE_AQUA_TAIL | 29-MOVE_AMNESIA | 33-MOVE_COUNTER | 36-MOVE_BODY_SLAM | 39-MOVE_MUDDY_WATER | 43-MOVE_CURSE | 47-MOVE_SPIKES | 51-MOVE_DOUBLE_EDGE | 55-MOVE_FOCUS_PUNCH | 59-MOVE_HIGH_HORSEPOWER | 63-MOVE_RECOVER,
196,Espeon, ,1-MOVE_AURA_SPHERE | 1-MOVE_GROWTH | 1-MOVE_SING | 1-MOVE_CHARM | 1-MOVE_POWER_SWAP | 1-MOVE_FAKE_TEARS | 1-MOVE_STORED_POWER | 1-MOVE_TICKLE | 5-MOVE_CAPTIVATE | 7-MOVE_HELPING_HAND | 10-MOVE_QUICK_ATTACK | 13-MOVE_BITE | 16-MOVE_SWIFT | 19-MOVE_DOUBLE_KICK | 22-MOVE_COVET | 24-MOVE_PSYBEAM | 28-MOVE_MAGICAL_LEAF | 32-MOVE_PSYCHIC_FANGS | 36-MOVE_DRAINING_KISS | 40-MOVE_EXTRASENSORY | 45-MOVE_MORNING_SUN | 50-MOVE_SYNCHRONOISE | 55-MOVE_WISH | 60-MOVE_FUTURE_SIGHT | 65-MOVE_LAST_RESORT,TM20-MOVE_TRI_ATTACK | TM46-MOVE_AURA_SPHERE | TM48-MOVE_MYSTICAL_FIRE | TM66-MOVE_POWER_GEM
197,Umbreon, ,1-MOVE_NIGHT_DAZE | 1-MOVE_GROWTH | 1-MOVE_SING | 1-MOVE_CHARM | 1-MOVE_EXTRASENSORY | 1-MOVE_FAKE_TEARS | 1-MOVE_STORED_POWER | 1-MOVE_TICKLE | 5-MOVE_CAPTIVATE | 7-MOVE_HELPING_HAND | 10-MOVE_QUICK_ATTACK | 13-MOVE_BITE | 16-MOVE_SWIFT | 19-MOVE_DOUBLE_KICK | 22-MOVE_COVET | 24-MOVE_SNARL | 28-MOVE_ASSURANCE | 32-MOVE_CONFUSE_RAY | 36-MOVE_PAYBACK | 40-MOVE_FOUL_PLAY | 45-MOVE_MOONLIGHT | 50-MOVE_SYNCHRONOISE | 55-MOVE_WISH | 60-MOVE_SUCKER_PUNCH | 65-MOVE_LAST_RESORT,TM20-MOVE_TRI_ATTACK | TM48-MOVE_MYSTICAL_FIRE | TM60-MOVE_QUASH | TM66-MOVE_POWER_GEM | TM86-MOVE_GRASS_KNOT
198,Murkrow, ,1-MOVE_PECK | 1-MOVE_ASTONISH | 5-MOVE_PURSUIT | 9-MOVE_HAZE | 12-MOVE_SCREECH | 15-MOVE_FEINT_ATTACK | 18-MOVE_NIGHT_SHADE | 21-MOVE_WING_ATTACK | 24-MOVE_ASSURANCE | 27-MOVE_TORMENT | 30-MOVE_MEAN_LOOK | 33-MOVE_SUCKER_PUNCH | 36-MOVE_DRILL_PECK | 40-MOVE_TAILWIND | 44-MOVE_FEATHER_DANCE | 48-MOVE_NIGHT_SLASH | 52-MOVE_FOUL_PLAY | 56-MOVE_PERISH_SONG | 60-MOVE_BRAVE_BIRD | 64-MOVE_NASTY_PLOT,TM58-MOVE_HURRICANE
199,Slowking, ,1-MOVE_CURSE | 1-MOVE_YAWN | 1-MOVE_TACKLE | 4-MOVE_GROWL | 7-MOVE_WATER_GUN | 10-MOVE_CONFUSION | 13-MOVE_DISABLE | 16-MOVE_BRINE | 19-MOVE_HEADBUTT | 22-MOVE_ZEN_HEADBUTT | 25-MOVE_AMNESIA | 28-MOVE_WONDER_ROOM | 31-MOVE_AQUA_TAIL | 33-MOVE_WITHDRAW | 37-MOVE_BELLY_DRUM | 41-MOVE_BUBBLE_BEAM | 45-MOVE_PSYCH_UP | 49-MOVE_FUTURE_SIGHT | 53-MOVE_SKILL_SWAP | 57-MOVE_HEAL_PULSE | 61-MOVE_NASTY_PLOT | 65-MOVE_SLACK_OFF,TM46-MOVE_AURA_SPHERE | TM66-MOVE_POWER_GEM | HM05-MOVE_WATERFALL
200,Misdreavus, ,1-MOVE_PSYWAVE | 1-MOVE_GROWL | 5-MOVE_SPITE | 9-MOVE_ASTONISH | 12-MOVE_DISARMING_VOICE | 15-MOVE_CONFUSE_RAY | 18-MOVE_NIGHT_SHADE | 21-MOVE_PSYBEAM | 24-MOVE_PAIN_SPLIT | 27-MOVE_TORMENT | 30-MOVE_MEAN_LOOK | 33-MOVE_CURSE | 36-MOVE_HEX | 39-MOVE_DRAINING_KISS | 42-MOVE_GRUDGE | 45-MOVE_HYPNOSIS | 48-MOVE_MOONBLAST | 51-MOVE_PERISH_SONG | 54-MOVE_DESTINY_BOND | 57-MOVE_NASTY_PLOT,TM48-MOVE_MYSTICAL_FIRE | TM66-MOVE_POWER_GEM
201,Unown, ,1-MOVE_ANCIENT_POWER | 1-MOVE_COSMIC_POWER | 1-MOVE_EARTH_POWER | 1-MOVE_HIDDEN_POWER | 1-MOVE_NATURE_POWER | 1-MOVE_SECRET_POWER | 1-MOVE_STORED_POWER,
202,Wobbuffet, ,1-MOVE_AMNESIA | 1-MOVE_CHARM | 1-MOVE_COUNTER | 1-MOVE_DESTINY_BOND | 1-MOVE_MIRROR_COAT | 1-MOVE_SAFEGUARD | 1-MOVE_TICKLE,
203,Girafarig, ,1-MOVE_AGILITY | 1-MOVE_FOUL_PLAY | 1-MOVE_HIGH_HORSEPOWER | 1-MOVE_ASTONISH | 1-MOVE_GROWL | 1-MOVE_TACKLE | 4-MOVE_CONFUSION | 7-MOVE_FORESIGHT | 10-MOVE_GUARD_SWAP | 10-MOVE_POWER_SWAP | 13-MOVE_STOMP | 16-MOVE_DOUBLE_KICK | 19-MOVE_ASSURANCE | 22-MOVE_PSYBEAM | 25-MOVE_BEAT_UP | 28-MOVE_DOUBLE_HIT | 31-MOVE_FUTURE_SIGHT | 34-MOVE_CRUNCH | 37-MOVE_BODY_SLAM | 41-MOVE_PSYSHIELD_BASH | 44-MOVE_WISH | 48-MOVE_PSYCHIC_FANGS | 52-MOVE_NASTY_PLOT | 56-MOVE_DOUBLE_EDGE | 60-MOVE_BATON_PASS,TM47-MOVE_LOW_SWEEP | TM60-MOVE_QUASH
204,Pineco, ,1-MOVE_TACKLE | 1-MOVE_PROTECT | 6-MOVE_STRUGGLE_BUG | 12-MOVE_RAPID_SPIN | 15-MOVE_AUTOTOMIZE | 18-MOVE_ROLLOUT | 21-MOVE_REVENGE | 24-MOVE_COUNTER | 27-MOVE_SPIKES | 27-MOVE_TOXIC_SPIKES | 30-MOVE_MIRROR_SHOT | 33-MOVE_IRON_DEFENSE | 36-MOVE_TAKE_DOWN | 39-MOVE_PIN_MISSILE | 42-MOVE_GYRO_BALL | 45-MOVE_PAIN_SPLIT | 48-MOVE_POWER_TRICK | 51-MOVE_DOUBLE_EDGE | 54-MOVE_EXPLOSION,TM76-MOVE_BUG_BUZZ
205,Forretress, ,1-MOVE_HEAVY_SLAM | 1-MOVE_MAGNET_RISE | 1-MOVE_TACKLE | 1-MOVE_PROTECT | 6-MOVE_STRUGGLE_BUG | 12-MOVE_RAPID_SPIN | 15-MOVE_AUTOTOMIZE | 18-MOVE_ROLLOUT | 21-MOVE_REVENGE | 24-MOVE_COUNTER | 27-MOVE_SPIKES | 27-MOVE_TOXIC_SPIKES | 30-MOVE_MIRROR_SHOT | 33-MOVE_IRON_DEFENSE | 36-MOVE_TAKE_DOWN | 39-MOVE_PIN_MISSILE | 42-MOVE_GYRO_BALL | 45-MOVE_PAIN_SPLIT | 48-MOVE_POWER_TRICK | 51-MOVE_DOUBLE_EDGE | 54-MOVE_EXPLOSION | 58-MOVE_ZAP_CANNON,TM76-MOVE_BUG_BUZZ
206,Dunsparce, ,1-MOVE_STORED_POWER | 1-MOVE_RAGE | 1-MOVE_DEFENSE_CURL | 1-MOVE_MUD_SLAP | 1-MOVE_ROLLOUT | 4-MOVE_BITE | 7-MOVE_SPITE | 10-MOVE_PURSUIT | 13-MOVE_SCREECH | 16-MOVE_YAWN | 19-MOVE_HEADBUTT | 22-MOVE_HEX | 25-MOVE_CURSE | 28-MOVE_ANCIENT_POWER | 31-MOVE_TAKE_DOWN | 34-MOVE_ENDEAVOR | 37-MOVE_BODY_SLAM | 40-MOVE_COIL | 43-MOVE_DUAL_WINGBEAT | 46-MOVE_AIR_SLASH | 49-MOVE_GLARE | 52-MOVE_DRAGON_RUSH | 55-MOVE_AGILITY | 58-MOVE_DOUBLE_EDGE | 61-MOVE_LAST_RESORT,TM01-MOVE_HONE_CLAWS
207,Gligar, ,1-MOVE_HARDEN | 1-MOVE_POISON_STING | 1-MOVE_SAND_ATTACK | 4-MOVE_FEINT | 7-MOVE_QUICK_ATTACK | 10-MOVE_FURY_CUTTER | 13-MOVE_MUD_BOMB | 16-MOVE_FEINT_ATTACK | 19-MOVE_METAL_CLAW | 22-MOVE_AGILITY | 25-MOVE_COUNTER | 28-MOVE_SCREECH | 31-MOVE_WING_ATTACK | 34-MOVE_SLASH | 34-MOVE_NIGHT_SLASH | 37-MOVE_POISON_TAIL | 40-MOVE_ACROBATICS | 44-MOVE_PIN_MISSILE | 48-MOVE_SKY_UPPERCUT | 52-MOVE_DOUBLE_EDGE | 56-MOVE_CROSS_POISON | 60-MOVE_TAILWIND | 64-MOVE_GUILLOTINE,TM76-MOVE_BUG_BUZZ | TM87-MOVE_ROCK_CLIMB
208,Steelix, ,1-MOVE_TACKLE | 1-MOVE_HARDEN | 1-MOVE_BIND | 4-MOVE_CURSE | 7-MOVE_ROCK_THROW | 10-MOVE_BULLDOZE | 13-MOVE_ROLLOUT | 16-MOVE_STEALTH_ROCK | 19-MOVE_SCREECH | 22-MOVE_SCORCHING_SANDS | 25-MOVE_DRAGON_BREATH | 28-MOVE_COIL | 31-MOVE_ROCK_SLIDE | 34-MOVE_ROCK_BLAST | 37-MOVE_IRON_TAIL | 40-MOVE_HIGH_HORSEPOWER | 44-MOVE_AUTOTOMIZE | 48-MOVE_FIRE_FANG | 48-MOVE_ICE_FANG | 48-MOVE_THUNDER_FANG | 52-MOVE_DOUBLE_EDGE | 56-MOVE_HEAD_SMASH | 60-MOVE_WIDE_GUARD | 64-MOVE_HEAVY_SLAM | 68-MOVE_DRAGON_DANCE,
209,Snubbull, ,1-MOVE_TACKLE | 1-MOVE_TAIL_WHIP | 1-MOVE_ODOR_SLEUTH | 4-MOVE_DETECT | 7-MOVE_BITE | 10-MOVE_LICK | 13-MOVE_CHARM | 16-MOVE_PAYBACK | 19-MOVE_HEADBUTT | 22-MOVE_MIMIC | 25-MOVE_COVET | 28-MOVE_ROAR | 31-MOVE_HEAL_BELL | 34-MOVE_SUPER_FANG | 37-MOVE_CRUNCH | 40-MOVE_PLAY_ROUGH | 43-MOVE_DYNAMIC_PUNCH | 45-MOVE_FAKE_TEARS | 48-MOVE_FOCUS_PUNCH | 51-MOVE_DOUBLE_EDGE | 54-MOVE_LAST_RESORT,HM01-MOVE_CUT
210,Granbull, ,1-MOVE_FIRE_FANG | 1-MOVE_ICE_FANG | 1-MOVE_THUNDER_FANG | 1-MOVE_TAIL_WHIP | 1-MOVE_ODOR_SLEUTH | 4-MOVE_DETECT | 7-MOVE_BITE | 10-MOVE_LICK | 13-MOVE_CHARM | 16-MOVE_PAYBACK | 19-MOVE_HEADBUTT | 22-MOVE_MIMIC | 23-MOVE_DOUBLE_KICK | 26-MOVE_COVET | 29-MOVE_ROAR | 31-MOVE_HEAL_BELL | 34-MOVE_SUPER_FANG | 37-MOVE_CRUNCH | 40-MOVE_PLAY_ROUGH | 44-MOVE_DYNAMIC_PUNCH | 48-MOVE_FAKE_TEARS | 52-MOVE_FOCUS_PUNCH | 56-MOVE_CLOSE_COMBAT | 60-MOVE_DOUBLE_EDGE | 64-MOVE_LAST_RESORT,HM01-MOVE_CUT
211,Qwilfish, ,1-MOVE_ASTONISH | 1-MOVE_HARDEN | 1-MOVE_POISON_STING | 1-MOVE_TACKLE | 4-MOVE_WATER_GUN | 7-MOVE_ACID_SPRAY | 10-MOVE_HAZE | 13-MOVE_AQUA_JET | 16-MOVE_PIN_MISSILE | 19-MOVE_SPIKES | 19-MOVE_TOXIC_SPIKES | 22-MOVE_REVENGE | 25-MOVE_BUBBLE_BEAM | 28-MOVE_PAIN_SPLIT | 31-MOVE_ROLLOUT | 34-MOVE_TAKE_DOWN | 37-MOVE_ACUPRESSURE | 40-MOVE_AQUA_TAIL | 44-MOVE_PAYBACK | 48-MOVE_WHIRLPOOL | 52-MOVE_GUNK_SHOT | 56-MOVE_WAVE_CRASH | 60-MOVE_DOUBLE_EDGE | 64-MOVE_DESTINY_BOND | 68-MOVE_HYDRO_PUMP,TM51-MOVE_WAVE_CRASH
212,Scizor, ,1-MOVE_PSYCHO_CUT | 1-MOVE_LEER | 1-MOVE_QUICK_ATTACK | 1-MOVE_FALSE_SWIPE | 4-MOVE_FOCUS_ENERGY | 7-MOVE_DETECT | 10-MOVE_VACUUM_WAVE | 13-MOVE_FEINT | 16-MOVE_AGILITY | 19-MOVE_PURSUIT | 22-MOVE_WING_ATTACK | 25-MOVE_QUICK_GUARD | 28-MOVE_SLASH | 28-MOVE_NIGHT_SLASH | 31-MOVE_METAL_CLAW | 35-MOVE_DOUBLE_HIT | 39-MOVE_AIR_SLASH | 43-MOVE_BUG_BITE | 47-MOVE_STEEL_WING | 51-MOVE_REVERSAL | 55-MOVE_BULLET_PUNCH | 59-MOVE_DOUBLE_EDGE | 63-MOVE_CRABHAMMER | 67-MOVE_CLOSE_COMBAT,TM01-MOVE_HONE_CLAWS | TM76-MOVE_BUG_BUZZ
213,Shuckle, ,1-MOVE_BIDE | 1-MOVE_INFESTATION | 1-MOVE_WITHDRAW | 6-MOVE_ACID | 9-MOVE_WRAP | 12-MOVE_STRUGGLE_BUG | 15-MOVE_ROCK_THROW | 18-MOVE_REST | 21-MOVE_BUG_BITE | 24-MOVE_ROCK_SLIDE | 27-MOVE_POWER_TRICK | 30-MOVE_GASTRO_ACID | 33-MOVE_ROCK_BLAST | 36-MOVE_KNOCK_OFF | 39-MOVE_STEALTH_ROCK | 42-MOVE_ACCELEROCK | 46-MOVE_ACUPRESSURE | 50-MOVE_STONE_EDGE | 54-MOVE_HELPING_HAND | 58-MOVE_SHELL_SMASH | 62-MOVE_FINAL_GAMBIT,TM76-MOVE_BUG_BUZZ
214,Heracross, ,1-MOVE_ARM_THRUST | 1-MOVE_BULLET_SEED | 1-MOVE_LEER | 1-MOVE_HORN_ATTACK | 1-MOVE_HARDEN | 4-MOVE_FURY_ATTACK | 7-MOVE_ENDURE | 10-MOVE_SEISMIC_TOSS | 13-MOVE_FLAIL | 16-MOVE_COUNTER | 19-MOVE_AERIAL_ACE | 22-MOVE_BUG_BITE | 25-MOVE_REVENGE | 28-MOVE_SLASH | 28-MOVE_NIGHT_SLASH | 31-MOVE_CHIP_AWAY | 35-MOVE_REVERSAL | 39-MOVE_TAKE_DOWN | 43-MOVE_FURY_CUTTER | 47-MOVE_CLOSE_COMBAT | 51-MOVE_MEGAHORN | 55-MOVE_DOUBLE_EDGE | 59-MOVE_ROCK_BLAST | 63-MOVE_PIN_MISSILE | 67-MOVE_FOCUS_PUNCH,TM76-MOVE_BUG_BUZZ
215,Sneasel, ,1-MOVE_SCRATCH | 1-MOVE_LEER | 1-MOVE_FLING | 7-MOVE_QUICK_ATTACK | 10-MOVE_SPITE | 13-MOVE_FEINT_ATTACK | 16-MOVE_FURY_SWIPES | 19-MOVE_COUNTER | 22-MOVE_METAL_CLAW | 25-MOVE_AGILITY | 28-MOVE_PURSUIT | 32-MOVE_SLASH | 32-MOVE_NIGHT_SLASH | 36-MOVE_REVENGE | 39-MOVE_ASSURANCE | 43-MOVE_SNATCH | 47-MOVE_DOUBLE_HIT | 52-MOVE_SCREECH | 56-MOVE_FOCUS_PUNCH | 60-MOVE_FAKE_OUT | 64-MOVE_ICICLE_CRASH | 68-MOVE_ICE_SHARD,
216,Teddiursa, ,1-MOVE_SCRATCH | 1-MOVE_LICK | 1-MOVE_FAKE_TEARS | 1-MOVE_FLING | 4-MOVE_FURY_SWIPES | 7-MOVE_CURSE | 10-MOVE_METAL_CLAW | 13-MOVE_HEADBUTT | 16-MOVE_BULLDOZE | 19-MOVE_FURY_CUTTER | 22-MOVE_FEINT_ATTACK | 25-MOVE_SLASH | 25-MOVE_NIGHT_SLASH | 28-MOVE_SEISMIC_TOSS | 30-MOVE_CHIP_AWAY | 33-MOVE_CRUNCH | 36-MOVE_CROSS_CHOP | 39-MOVE_PLAY_ROUGH | 42-MOVE_TAKE_DOWN | 45-MOVE_CLOSE_COMBAT | 48-MOVE_BELLY_DRUM | 51-MOVE_DOUBLE_EDGE | 55-MOVE_HEADLONG_RUSH,TM87-MOVE_ROCK_CLIMB
217,Ursaring, ,1-MOVE_SCRATCH | 1-MOVE_LICK | 1-MOVE_FAKE_TEARS | 1-MOVE_FLING | 4-MOVE_FURY_SWIPES | 7-MOVE_CURSE | 10-MOVE_METAL_CLAW | 13-MOVE_HEADBUTT | 16-MOVE_BULLDOZE | 19-MOVE_FURY_CUTTER | 22-MOVE_FEINT_ATTACK | 25-MOVE_SLASH | 25-MOVE_NIGHT_SLASH | 28-MOVE_SEISMIC_TOSS | 30-MOVE_CHIP_AWAY | 34-MOVE_CRUNCH | 38-MOVE_CROSS_CHOP | 42-MOVE_PLAY_ROUGH | 46-MOVE_TAKE_DOWN | 50-MOVE_CLOSE_COMBAT | 54-MOVE_BELLY_DRUM | 58-MOVE_DOUBLE_EDGE | 62-MOVE_HEADLONG_RUSH | 66-MOVE_HAMMER_ARM,TM87-MOVE_ROCK_CLIMB
218,Slugma, ,1-MOVE_SMOG | 1-MOVE_EMBER | 1-MOVE_ROCK_THROW | 1-MOVE_HARDEN | 4-MOVE_SMOKESCREEN | 7-MOVE_AFTER_YOU | 10-MOVE_ROLLOUT | 12-MOVE_MUD_SLAP | 14-MOVE_AMNESIA | 16-MOVE_YAWN | 18-MOVE_CURSE | 20-MOVE_FLAME_BURST | 23-MOVE_ANCIENT_POWER | 26-MOVE_PAIN_SPLIT | 29-MOVE_CLEAR_SMOG | 32-MOVE_BODY_SLAM | 36-MOVE_ROCK_SLIDE | 40-MOVE_HEAT_WAVE | 44-MOVE_ACID_ARMOR | 48-MOVE_RECOVER | 52-MOVE_INFERNO | 56-MOVE_MEMENTO | 60-MOVE_MAGMA_STORM | 64-MOVE_SHELL_SMASH,TM66-MOVE_POWER_GEM
219,Magcargo, ,1-MOVE_SMOG | 1-MOVE_EMBER | 1-MOVE_ROCK_THROW | 1-MOVE_HARDEN | 4-MOVE_SMOKESCREEN | 7-MOVE_AFTER_YOU | 10-MOVE_ROLLOUT | 12-MOVE_MUD_SLAP | 14-MOVE_AMNESIA | 16-MOVE_YAWN | 18-MOVE_CURSE | 20-MOVE_FLAME_BURST | 23-MOVE_ANCIENT_POWER | 26-MOVE_PAIN_SPLIT | 29-MOVE_CLEAR_SMOG | 30-MOVE_LAVA_PLUME | 34-MOVE_BODY_SLAM | 38-MOVE_ROCK_SLIDE | 42-MOVE_HEAT_WAVE | 46-MOVE_ACID_ARMOR | 50-MOVE_RECOVER | 54-MOVE_INFERNO | 58-MOVE_MEMENTO | 62-MOVE_MAGMA_STORM | 66-MOVE_SHELL_SMASH,TM66-MOVE_POWER_GEM
220,Swinub, ,1-MOVE_ODOR_SLEUTH | 1-MOVE_TACKLE | 4-MOVE_PECK | 6-MOVE_BITE | 8-MOVE_POWDER_SNOW | 10-MOVE_FLAIL | 12-MOVE_MUD_BOMB | 14-MOVE_ICE_SHARD | 16-MOVE_CURSE | 18-MOVE_BULLDOZE | 21-MOVE_KNOCK_OFF | 24-MOVE_ICICLE_SPEAR | 27-MOVE_ENDEAVOR | 30-MOVE_BODY_SLAM | 33-MOVE_AMNESIA | 36-MOVE_AVALANCHE | 39-MOVE_ROAR | 42-MOVE_TAKE_DOWN | 45-MOVE_EARTHQUAKE | 48-MOVE_DOUBLE_EDGE | 51-MOVE_ICICLE_CRASH | 54-MOVE_HIGH_HORSEPOWER,
221,Piloswine, ,1-MOVE_ANCIENT_POWER | 1-MOVE_ODOR_SLEUTH | 1-MOVE_TACKLE | 4-MOVE_PECK | 6-MOVE_BITE | 8-MOVE_POWDER_SNOW | 10-MOVE_FLAIL | 12-MOVE_MUD_BOMB | 14-MOVE_ICE_SHARD | 16-MOVE_CURSE | 18-MOVE_BULLDOZE | 21-MOVE_KNOCK_OFF | 24-MOVE_ICICLE_SPEAR | 27-MOVE_ENDEAVOR | 30-MOVE_BODY_SLAM | 33-MOVE_AMNESIA | 33-MOVE_DOUBLE_HIT | 37-MOVE_AVALANCHE | 41-MOVE_ROAR | 45-MOVE_TAKE_DOWN | 49-MOVE_EARTHQUAKE | 53-MOVE_DOUBLE_EDGE | 57-MOVE_ICICLE_CRASH | 61-MOVE_HIGH_HORSEPOWER | 65-MOVE_HEADLONG_RUSH,
222,Corsola, ,1-MOVE_TACKLE | 1-MOVE_HARDEN | 1-MOVE_WHIRLPOOL | 7-MOVE_RECOVER | 10-MOVE_REFRESH | 13-MOVE_ANCIENT_POWER | 16-MOVE_BRINE | 19-MOVE_CURSE | 22-MOVE_LUCKY_CHANT | 25-MOVE_BUBBLE_BEAM | 28-MOVE_IRON_DEFENSE | 28-MOVE_AMNESIA | 31-MOVE_CAMOUFLAGE | 34-MOVE_EARTH_POWER | 37-MOVE_ICICLE_SPEAR | 40-MOVE_ROCK_BLAST | 43-MOVE_INGRAIN | 46-MOVE_MIRROR_COAT | 49-MOVE_AQUA_RING | 53-MOVE_CONFUSE_RAY | 57-MOVE_HEAD_SMASH,
223,Remoraid, ,1-MOVE_WATER_GUN | 1-MOVE_FOCUS_ENERGY | 1-MOVE_LOCK_ON | 1-MOVE_HELPING_HAND | 6-MOVE_ACID_SPRAY | 10-MOVE_WATER_PULSE | 13-MOVE_AURORA_BEAM | 16-MOVE_ROCK_BLAST | 16-MOVE_BULLET_SEED | 19-MOVE_PSYBEAM | 22-MOVE_BUBBLE_BEAM | 25-MOVE_SOAK | 28-MOVE_SIGNAL_BEAM | 31-MOVE_MUD_SHOT | 34-MOVE_SEED_BOMB | 37-MOVE_FLAMETHROWER | 40-MOVE_HYDRO_PUMP | 43-MOVE_GUNK_SHOT | 46-MOVE_HYPER_BEAM | 50-MOVE_WATER_SPOUT,
